name,country,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active
Maroubra North End Point,"Australia, NSW, Sydney South",-33.945949962768,151.26007676125,Australia/Sydney,intermediate,advanced,SYD,Oceania,maroubra-north-end-point,True
Marsa Alaam,Egypt,25.108139895852,34.882192611694,UTC,intermediate,advanced,RMF,Other,marsa-alaam,True
Marseille - La digue de la pointe rouge,"France, Mediterranean",43.240575954926,5.3619289398193,Europe/Paris,intermediate,advanced,MRS,Europe,marseille---la-digue-de-la-pointe-rouge,True
Marshalls,"USA, California, LA County",34.038986897999,-118.89545917511,America/Los_Angeles,intermediate,advanced,NTD,North America,marshalls,True
Martí,"Mexico, Gulf",19.17386924036,-96.118354797363,America/Mexico_City,intermediate,advanced,VER,North America,martí,True
Martim de Sa,"Brazil, Rio de Janeiro City",-23.304049217769,-44.553487300873,America/Sao_Paulo,intermediate,advanced,JPY,South America,martim-de-sa,True
Martinhal,"Portugal, Algarve",37.019395772671,-8.925576210022,Europe/Lisbon,intermediate,advanced,PRM,Europe,martinhal,True
Mascaret Garonne,"France, Gironde",44.72098191206,-0.44759094715124,Europe/Paris,intermediate,advanced,BOD,Europe,mascaret-garonne,True
Mascaret St Pardon,"France, Gironde",44.912182735885,-0.31611442565918,Europe/Paris,intermediate,advanced,BOD,Europe,mascaret-st-pardon,True
Masirah Island,Oman,20.28280869133,58.731536865234,UTC,intermediate,advanced,MSH,Other,masirah-island,True
Masnou,"Spain, Mediterranean",41.473730945379,2.2985458374023,Europe/Madrid,intermediate,advanced,BCN,Europe,masnou,True
Mason's Inlet,"USA, South East, Southern North Carolina",34.191286743051,-77.809295654297,America/Los_Angeles,intermediate,advanced,ILM,North America,mason's-inlet,True
Maspalomas,"Canary, Gran Canaria",27.735004856903,-15.598193407059,UTC,intermediate,advanced,LPA,Other,maspalomas,True
Massaguaçu,"Brazil, Sao Paulo North Coast",-23.590772766229,-45.334610939026,America/Sao_Paulo,intermediate,advanced,UBT,South America,massaguaçu,True
Massambaba,"Brazil, Rio de Janeiro Norte",-22.947170323044,-42.166814804077,America/Sao_Paulo,intermediate,advanced,CFB,South America,massambaba,True
Matadeiro,"Brazil, Florianopolis",-27.755139676188,-48.498523235321,America/Sao_Paulo,intermediate,advanced,FLN,South America,matadeiro,True
Matadouro,"Portugal, Central Ericeira",38.976092133635,-9.4223213195801,Europe/Lisbon,intermediate,advanced,CAT,Europe,matadouro,True
Matagorda,"USA, Gulf Coast, Texas",28.596749625253,-95.976734161377,America/Los_Angeles,beginner,intermediate,PSX,North America,matagorda,True
Matalenas,"Spain, Cantabria",43.485851334721,-3.7881374359131,Europe/Madrid,beginner,intermediate,SDR,Europe,matalenas,True
Matanzas,"Chile, Central Santiago",-33.960874396539,-71.879360675808,UTC,intermediate,advanced,VAP,South America,matanzas,True
Matanzas Inlet,"USA, South East, North Florida",29.707437547457,-81.225099563599,America/Los_Angeles,intermediate,advanced,UST,North America,matanzas-inlet,True
Matapalo,"Costa Rica, Pacific South",8.3848366233369,-83.279886245728,UTC,intermediate,advanced,PJM,Central America,matapalo,True
Matara,Sri Lanka,5.9361576017999,80.526098459959,UTC,intermediate,advanced,KCT,Asia,matara,True
Matarangi,"New Zealand, New Zealand NI, Coromandel",-36.729240049312,175.65660238266,Pacific/Auckland,beginner,intermediate,WTZ,Oceania,matarangi,True
Matata,"New Zealand, New Zealand NI, Coromandel",-37.87105925304,176.71096801758,Pacific/Auckland,beginner,intermediate,WHK,Oceania,matata,True
matauri bay,"New Zealand, New Zealand NI, NE Coast",-35.031050601233,173.91752243042,Pacific/Auckland,beginner,intermediate,KKE,Oceania,matauri-bay,True
Mataveri,Easter,-27.170322358903,-109.44970607758,UTC,intermediate,advanced,IPC,Other,mataveri,True
Matosinhos,"Portugal, North Porto",41.173368561307,-8.6908292770386,Europe/Lisbon,beginner,intermediate,OPO,Europe,matosinhos,True
Matunuck,"USA, North East, Southern New England",41.372509355221,-71.536370515823,America/Los_Angeles,beginner,intermediate,WST,North America,matunuck,True
Mauro,"Chile, Tarapaca",-20.22666392627,-70.150644779207,UTC,intermediate,advanced,IQQ,South America,mauro,True
Mauvaise Grève,"France, Brittany North",48.691866919887,-4.086012840271,Europe/Paris,beginner,intermediate,LDV,Europe,mauvaise-grève,True
Mavericks,"USA, California, San Mateo",37.493043106864,-122.49948978424,America/Los_Angeles,advanced,advanced,HAF,North America,mavericks,True
Mavi Rife,"Turkey, Black-Sea",41.187243907805,30.241992473602,UTC,intermediate,advanced,KCO,Other,mavi-rife,True
Mawgan Porth,"UK, Cornwall North",50.465577002852,-5.0319957733154,Europe/London,beginner,intermediate,NQY,Europe,mawgan-porth,True
Mawi,"Indonesia, Lombok",-8.8877428768039,116.16070568562,Asia/Jakarta,intermediate,advanced,LOP,Asia,mawi,True
May's Point,"Australia, TAS, Hobart",-42.924126053892,147.52115249634,Australia/Sydney,beginner,intermediate,HBA,Oceania,may's-point,True
Maycocks,Barbados,13.282280404038,-59.649882316589,UTC,beginner,intermediate,BGI,Other,maycocks,True
Mayumba,Gabon,-3.4344946612519,10.639360249044,UTC,intermediate,advanced,MYB,Other,mayumba,True
Mazagón,"Spain, Andalucia",37.119280935013,-6.7911493778229,Europe/Madrid,beginner,intermediate,ROZ,Europe,mazagón,True
Mazu Eikon,"China, East China Sea",23.226055158443,116.68486833572,UTC,intermediate,advanced,SWA,Other,mazu-eikon,True
Mc Masters Point,"Australia, NSW, Central",-33.501010558585,151.42691016197,Australia/Sydney,intermediate,advanced,LBH,Oceania,mc-masters-point,True
Mchinga beach,Tanzania,-9.7313921290016,39.720399790658,UTC,beginner,intermediate,LDI,Other,mchinga-beach,True
Mchinga left,Tanzania,-9.7265061646723,39.726285486858,UTC,beginner,intermediate,LDI,Other,mchinga-left,True
Mchinga outer left,Tanzania,-9.7162914605994,39.753946362815,UTC,intermediate,advanced,LDI,Other,mchinga-outer-left,True
McKee's Creek,"USA, California, Humboldt",39.96435911051,-123.98562669754,America/Los_Angeles,intermediate,advanced,FOB,North America,mckee's-creek,True
Mckenzies,"Australia, NSW, Sydney South",-33.899932068717,151.27325177193,Australia/Sydney,beginner,intermediate,RSE,Oceania,mckenzies,True
Mdumbi,"South Africa, Wild Coast",-31.937959972575,29.21968460083,Africa/Johannesburg,intermediate,advanced,JOH,Africa,mdumbi,True
Meanos,"Australia, VIC, Melbourne East",-38.486214237961,145.02813577652,Australia/Sydney,beginner,intermediate,MBW,Oceania,meanos,True
Meat Pai,"Indonesia, Others",-1.2425941577479,136.45367946507,Asia/Jakarta,intermediate,advanced,BIK,Asia,meat-pai,True
Medewi,"Indonesia, Bali",-8.4216023152666,114.80466127396,Asia/Jakarta,intermediate,advanced,BWX,Asia,medewi,True
Meelup,"Australia, WA, Margaret River North",-33.572436908854,115.08685112,Australia/Sydney,beginner,intermediate,BQB,Oceania,meelup,True
Meerensee beach,"South Africa, South Garden Route",-34.369653090391,19.096984863281,Africa/Johannesburg,beginner,intermediate,CPT,Africa,meerensee-beach,True
Meeru Reef,Maldives,4.4537257157002,73.717231750488,UTC,intermediate,advanced,MLE,Asia,meeru-reef,True
Mehdya Beach,"Morocco, North",34.256790798122,-6.6827774047852,Africa/Casablanca,beginner,intermediate,NNA,Africa,mehdya-beach,True
Meia Praia,"Portugal, Algarve",37.108381120123,-8.6619472503662,Europe/Lisbon,beginner,intermediate,PRM,Europe,meia-praia,True
Meia Praia,"Brazil, Santa Catarina North",-27.104824867487,-48.609008789062,America/Sao_Paulo,beginner,intermediate,ITJ,South America,meia-praia,True
Meio,"Brazil, Fernando do Noronha",-3.8396072755366,-32.41328895092,America/Sao_Paulo,intermediate,advanced,FEN,South America,meio,True
Meisho Maru,"South Africa, South Garden Route",-34.830128253937,19.98351931572,Africa/Johannesburg,intermediate,advanced,OVG,Africa,meisho-maru,True
Mejia,"Peru, South",-17.103468282531,-71.909916400909,UTC,beginner,intermediate,ILQ,South America,mejia,True
Mejillones,"Canary, Fuerte Ventura",28.753137290217,-13.923733234406,UTC,beginner,intermediate,FUE,Other,mejillones,True
Melanda 2,Cyprus,34.649290535474,32.74976670742,UTC,beginner,intermediate,AKT,Other,melanda-2,True
Melba Parade,"Australia, VIC, Melbourne West",-38.430362170202,144.17277395725,Australia/Sydney,beginner,intermediate,XCO,Oceania,melba-parade,True
melekeok,Palau,7.4910179624025,134.64157104492,UTC,beginner,intermediate,ROR,Other,melekeok,True
Melides,"Portugal, South",38.128919172432,-8.7927532196045,Europe/Lisbon,beginner,intermediate,BYJ,Europe,melides,True
Mellieha bay,Malta,35.969149808602,14.352564811707,UTC,beginner,intermediate,JCO,Other,mellieha-bay,True
Melnitza,Bulgaria,42.165439250064,27.858066558838,UTC,beginner,intermediate,BOJ,Other,melnitza,True
Meloula,Tunisia,36.965803603896,8.7140464782715,UTC,beginner,intermediate,TBJ,Other,meloula,True
Melros,"Australia, WA, Perth South",-32.63970915167,115.61703801155,Australia/Sydney,beginner,intermediate,JAD,Oceania,melros,True
Menen,Nauru,-0.54396527391942,166.95257663726,UTC,intermediate,advanced,INU,Other,menen,True
Mengkudu,"Indonesia, Savu Sea",-10.314401277053,120.155232401,Asia/Jakarta,intermediate,advanced,WGP,Asia,mengkudu,True
Meniakos,"Spain, Pais Vasco",43.397018465234,-2.9868650436401,Europe/Madrid,intermediate,advanced,BIO,Europe,meniakos,True
Menorca - Son Bou,"Spain, Mediterranean",39.901703654943,4.0694046020508,Europe/Madrid,beginner,intermediate,MAH,Europe,menorca---son-bou,True
Mentone,"Australia, VIC, Melbourne East",-37.989094059007,145.05836963654,Australia/Sydney,beginner,intermediate,MBW,Oceania,mentone,True
Merewether - Ladies,"Australia, NSW, Newcastle",-32.949042236911,151.75754070282,Australia/Sydney,intermediate,advanced,BEO,Oceania,merewether---ladies,True
Merimbula bar,"Australia, NSW, Far South",-36.897606308828,149.92389678955,Australia/Sydney,intermediate,advanced,MIM,Oceania,merimbula-bar,True
Merkez Sile,"Turkey, Black-Sea",41.15849525059,29.619140625,UTC,intermediate,advanced,SAW,Other,merkez-sile,True
Mermaid Beach,"Australia, QLD, Gold Coast",-28.04168270475,153.43608856201,Australia/Sydney,beginner,intermediate,SHQ,Oceania,mermaid-beach,True
Meron,"Spain, Cantabria",43.390953119458,-4.3809700012207,Europe/Madrid,intermediate,advanced,SDR,Europe,meron,True
Meroo Headland,"Australia, NSW, South Coast",-35.474773116448,150.39120197296,Australia/Sydney,beginner,intermediate,MYA,Oceania,meroo-headland,True
Meroo Headland Wedge,"Australia, NSW, South Coast",-35.478870201939,150.39506435394,Australia/Sydney,intermediate,advanced,MYA,Oceania,meroo-headland-wedge,True
Mers-Les-Bains,"France, Normandy",50.068785246151,1.3850176334381,Europe/Paris,beginner,intermediate,DPE,Europe,mers-les-bains,True
Mesa Lane,"USA, California, Santa Barbara",34.396559076749,-119.7312811017,America/Los_Angeles,intermediate,advanced,SBA,North America,mesa-lane,True
Messanges,"France, Landes",43.816042780476,-1.4052200317383,Europe/Paris,beginner,intermediate,BIQ,Europe,messanges,True
Mettams pool,"Australia, WA, Perth City",-31.866974959836,115.75130671263,Australia/Sydney,beginner,intermediate,JFM,Oceania,mettams-pool,True
Miami Platja,"Spain, Mediterranean",40.993204409951,0.93331217765808,Europe/Madrid,beginner,intermediate,REU,Europe,miami-platja,True
Miami State High School,"Australia, QLD, Gold Coast",-28.076637799844,153.44930648804,Australia/Sydney,beginner,intermediate,OOL,Oceania,miami-state-high-school,True
Middelkerke,Belgium,51.185584046928,2.8210830688477,UTC,beginner,intermediate,OST,Europe,middelkerke,True
Middle Access,"USA, South East, North Florida",30.084245873271,-81.336808204651,America/Los_Angeles,beginner,intermediate,UST,North America,middle-access,True
Middle river wedge,"Australia, SA, Kangeroo Island",-35.66657099629,137.07229614258,Australia/Sydney,intermediate,advanced,PDN,Oceania,middle-river-wedge,True
Middles,"Australia, NSW, Mid North Coast",-31.427198336473,152.92194128036,Australia/Sydney,intermediate,advanced,PQQ,Oceania,middles,True
Middles,Puerto Rico,18.25,-66.5,UTC,intermediate,advanced,PSE,Other,middles,True
Middles,Tonga,-18.757055546129,-174.10085678101,UTC,intermediate,advanced,VAV,Other,middles,True
Middles,"USA, California, Orange County",33.602413545767,-117.91306257248,America/Los_Angeles,intermediate,advanced,SNA,North America,middles,True
Middlesex,"USA, North East, New Jersey",39.69730602874,-74.1363671422,America/Los_Angeles,beginner,intermediate,MJX,North America,middlesex,True
Middleton Point,"Australia, SA, York Peninsula",-35.514998103047,138.70847582817,Australia/Sydney,beginner,intermediate,ADL,Oceania,middleton-point,True
Middleton [Beach],"Australia, SA, York Peninsula",-35.529711658482,138.75080108643,Australia/Sydney,beginner,intermediate,ADL,Oceania,middleton-[beach],True
Midgets,"Canada, West Coast",48.497327005939,-123.33294868469,UTC,intermediate,advanced,YWH,North America,midgets,True
Midigama Left (market),Sri Lanka,5.9629312555105,80.390653610229,UTC,intermediate,advanced,KCT,Asia,midigama-left-(market),True
Midigama Right,Sri Lanka,5.9635768376653,80.383744239807,UTC,intermediate,advanced,KCT,Asia,midigama-right,True
Mikados (outside),Maldives,2.1912827038673,73.120504617692,UTC,intermediate,advanced,TMF,Asia,mikados-(outside),True
Mikotai,"New Zealand, New Zealand NI, West Coast Taranaki",-39.054276232502,174.02931690216,Pacific/Auckland,intermediate,advanced,NPL,Oceania,mikotai,True
Milagro,"Mexico, Sinaloa-Nayarit",23.795633200966,-106.88199520111,America/Mexico_City,intermediate,advanced,MZT,North America,milagro,True
Milbrook,"UK, Cornwall North",50.771519946182,-4.5826506614685,Europe/London,beginner,intermediate,NQY,Europe,milbrook,True
Mill Bay,"USA, Alaska",57.82100078069,-152.35136032104,America/Los_Angeles,beginner,intermediate,KDK,North America,mill-bay,True
Millars Point,"South Africa, South East Port Elizabeth",-33.980320288694,25.663161277771,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,millars-point,True
Mills point,"Australia, NSW, Far South",-35.669150997849,150.30751705171,Australia/Sydney,intermediate,advanced,MYA,Oceania,mills-point,True
Milnerton,"South Africa, Cape Town",-33.88122045819,18.485988378525,Africa/Johannesburg,intermediate,advanced,CPT,Africa,milnerton,True
Mimi's Reef,Taiwan,23.541877979688,121.50999069214,UTC,intermediate,advanced,HUN,Other,mimi's-reef,True
Mimizan,"France, Landes",44.214632681637,-1.299090385437,Europe/Paris,beginner,intermediate,BOD,Europe,mimizan,True
Minamurra - Mystics,"Australia, NSW, South Coast",-34.624379679024,150.85910797119,Australia/Sydney,intermediate,advanced,WOL,Oceania,minamurra---mystics,True
Minda Bank,"Australia, SA, York Peninsula",-35.00660648835,138.51135492325,Australia/Sydney,beginner,intermediate,ADL,Oceania,minda-bank,True
Mindelo,"Portugal, North Porto",41.307084466407,-8.7401926517487,Europe/Lisbon,intermediate,advanced,OPO,Europe,mindelo,True
Mini Bluff,"Australia, TAS, North Coast",-40.862722220805,145.42087554932,Australia/Sydney,beginner,intermediate,SIO,Oceania,mini-bluff,True
Mini pipe,"Portugal, Central Peniche",39.324687296952,-9.3624544143677,Europe/Lisbon,intermediate,advanced,LIS,Europe,mini-pipe,True
mini pipe,"Australia, NSW, South Coast",-34.563607148182,150.87412834167,Australia/Sydney,beginner,intermediate,WOL,Oceania,mini-pipe,True
Minicapo,"Italy, Sicily Sardinia",40.029388949553,8.3921813964844,UTC,intermediate,advanced,FNU,Europe,minicapo,True
Minicoy pier,"India, Kerala",8.2885704250822,73.067915081926,UTC,beginner,intermediate,HRF,Other,minicoy-pier,True
Minis,"Australia, NSW, Central",-33.288359887109,151.57188892365,Australia/Sydney,beginner,intermediate,BEO,Oceania,minis,True
minnie waters,"Australia, NSW, Banana Coast",-29.758528372584,153.29472541809,Australia/Sydney,beginner,intermediate,GFN,Oceania,minnie-waters,True
Mira,"Japan, Shizuoka",34.615333301316,137.22616374491,UTC,intermediate,advanced,NGO,Asia,mira,True
Miradouro,Angola,-9.250378166372,13.091926574707,UTC,intermediate,advanced,LAD,Other,miradouro,True
Miramar,"Argentina, North",-38.274339406737,-57.829542160034,UTC,intermediate,advanced,MJR,Other,miramar,True
Miramar,Nicaragua,12.16875,-86.764477777778,UTC,intermediate,advanced,MGA,Other,miramar,True
Mircos Point,"Greece, Greek Islands",36.383591651123,28.021348714828,UTC,intermediate,advanced,RHO,Other,mircos-point,True
Miri miri,"French Polynesia, Raiatea Tahaa",-16.761350017364,-151.50489807129,UTC,intermediate,advanced,RFP,Other,miri-miri,True
Mirissa,Sri Lanka,5.9426617240152,80.455627441406,UTC,intermediate,advanced,KCT,Asia,mirissa,True
mirleft,"Morocco, South",29.553150508982,-10.056610107422,Africa/Casablanca,intermediate,advanced,GLN,Africa,mirleft,True
Miserys,"Australia, WA, Albany",-35.096175757508,117.97634124758,Australia/Sydney,intermediate,advanced,ALH,Oceania,miserys,True
Misquamicut State Beach,"USA, North East, Northern New England",41.323861799268,-71.796276569366,America/Los_Angeles,beginner,intermediate,WST,North America,misquamicut-state-beach,True
Missingham Bridge,"Australia, NSW, North",-28.869273996147,153.57858896255,Australia/Sydney,beginner,intermediate,BNK,Oceania,missingham-bridge,True
Mission Beach,"USA, California, San Diego County",32.760157502121,-117.25622177124,America/Los_Angeles,beginner,intermediate,SAN,North America,mission-beach,True
Misty Cliffs,"South Africa, Cape Town",-34.181701707266,18.377723693848,Africa/Johannesburg,intermediate,advanced,CPT,Africa,misty-cliffs,True
Mitchell's Cove,"USA, California, Santa Cruz",36.950058981053,-122.04298853874,America/Los_Angeles,intermediate,advanced,WVI,North America,mitchell's-cove,True
Miyzaki Wave dome,"Japan, Kyushu",31.955220900178,131.46859288216,UTC,beginner,intermediate,KMI,Asia,miyzaki-wave-dome,True
