name,country,country_clean,state_province,region_detail,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active
Anjos,"Azores, Eastern group",Azores,,Eastern group,37.00541438,-25.15656173,UTC,beginner,intermediate,SMA,Other,anjos,TRUE
Ann bay,"Australia, TAS",Australia,,TAS,-40.88065451,144.7029461,Australia/Sydney,beginner,intermediate,SIO,Oceania,ann-bay,TRUE
Anna Maria Island,"USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,27.53867996,-82.74434566,America/Los_Angeles,beginner,intermediate,SRQ,North America,anna-maria-island,TRUE
Anna Maria Island - Beach Streets,"USA, Gulf Coast, Florida",USA,Gulf Coast,Florida,27.53278159,-82.74318695,America/Los_Angeles,beginner,intermediate,SRQ,North America,anna-maria-island---beach-streets,TRUE
Annaba,Algeria,Algeria,,,36.86314143,7.782440186,UTC,intermediate,advanced,AAE,Other,annaba,TRUE
Anne Avenue (St Francis Bay),"South Africa, South J Bay",South Africa,,South J Bay,-34.16295449,24.8333931,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,anne-avenue-(st-francis-bay),TRUE
Anne street reef,"Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.77844929,153.1401229,Australia/Sydney,intermediate,advanced,CUD,Oceania,anne-street-reef,TRUE
Annestown,"Ireland, South East",Ireland,,South East,52.13433099,-7.282905579,UTC,beginner,intermediate,WAT,Europe,annestown,TRUE
Ano Nuevo,"USA, California, Santa Cruz",USA,California,Santa Cruz,37.11447289,-122.311306,America/Los_Angeles,intermediate,advanced,NUQ,North America,ano-nuevo,TRUE
Anse à la barque,Guadeloupe,Guadeloupe,,,16.24071649,-61.32113457,UTC,beginner,intermediate,SFC,Other,anse-à-la-barque,TRUE
Anse à la Bouelle,Guadeloupe,Guadeloupe,,,16.33348331,-61.3321209,UTC,beginner,intermediate,SFC,Other,anse-à-la-bouelle,TRUE
Anse Banane,"Seychelles, La Digue",Seychelles,,La Digue,-4.350861622,55.84820509,UTC,intermediate,advanced,PRI,Other,anse-banane,TRUE
Anse Bertrand,Guadeloupe,Guadeloupe,,,16.47271559,-61.51193619,UTC,beginner,intermediate,PTP,Other,anse-bertrand,TRUE
Anse Bourgainville,"Seychelles, Mahe",Seychelles,,Mahe,-4.759364979,55.52166224,UTC,intermediate,advanced,SEZ,Other,anse-bourgainville,TRUE
Anse Charpentier (right),Martinique,Martinique,,,14.80782812,-61.01474047,UTC,intermediate,advanced,FDF,Other,anse-charpentier-(right),TRUE
Anse Cocos,"Seychelles, La Digue",Seychelles,,La Digue,-4.367036699,55.85170269,UTC,intermediate,advanced,PRI,Other,anse-cocos,TRUE
Anse Couleuvre,Martinique,Martinique,,,14.84400443,-61.21946812,UTC,intermediate,advanced,FDF,Other,anse-couleuvre,TRUE
Anse des Cayes,St Barthelemy,St Barthelemy,,,17.91139816,-62.84323454,UTC,intermediate,advanced,SBH,Other,anse-des-cayes,TRUE
Anse des Lézards,St Barthelemy,St Barthelemy,,,17.91716606,-62.8471452,UTC,intermediate,advanced,SBH,Other,anse-des-lézards,TRUE
Anse du Brick,"France, Normandy",France,,Normandy,49.66883605,-1.487209797,Europe/Paris,beginner,intermediate,CER,Europe,anse-du-brick,TRUE
Anse du Ris,"France, Brittany South",France,,Brittany South,48.09459164,-4.306640625,Europe/Paris,beginner,intermediate,UIP,Europe,anse-du-ris,TRUE
Anse Gaulette,"Seychelles, Mahe",Seychelles,,Mahe,-4.760519697,55.48408985,UTC,intermediate,advanced,SEZ,Other,anse-gaulette,TRUE
Anse Kerlan,"Seychelles, Pralin",Seychelles,,Pralin,-4.309384657,55.68350673,UTC,beginner,intermediate,PRI,Other,anse-kerlan,TRUE
Anse Patates,"Seychelles, La Digue",Seychelles,,La Digue,-4.337660276,55.83384991,UTC,beginner,intermediate,PRI,Other,anse-patates,TRUE
Anse Royale,"Seychelles, Mahe",Seychelles,,Mahe,-4.747090634,55.52103996,UTC,beginner,intermediate,SEZ,Other,anse-royale,TRUE
Anse Salabouelle,Guadeloupe,Guadeloupe,,,16.32681149,-61.30528808,UTC,beginner,intermediate,SFC,Other,anse-salabouelle,TRUE
Anse Sevére,"Seychelles, La Digue",Seychelles,,La Digue,-4.339852672,55.82977295,UTC,beginner,intermediate,PRI,Other,anse-sevére,TRUE
Anse Soleil,"Seychelles, Mahe",Seychelles,,Mahe,-4.744636808,55.4653573,UTC,beginner,intermediate,SEZ,Other,anse-soleil,TRUE
Anse st Martin,"France, Normandy",France,,Normandy,49.70657111,-1.889095902,Europe/Paris,beginner,intermediate,ACI,Europe,anse-st-martin,TRUE
Anse Trabaud,Martinique,Martinique,,,14.4066666,-60.84872246,UTC,beginner,intermediate,FDF,Other,anse-trabaud,TRUE
Ansedonia - Il Cartello,"Italy, Mainland",Italy,,Mainland,42.41463324,11.27744436,UTC,intermediate,advanced,GRS,Europe,ansedonia---il-cartello,TRUE
Anson Bay,"Australia, NSW, North",Australia,NSW,North,-31.54108988,159.0710449,Australia/Sydney,beginner,intermediate,LDH,Oceania,anson-bay,TRUE
Ansteys Beach,"South Africa, Durban",South Africa,,Durban,-29.92561171,31.0191679,Africa/Johannesburg,intermediate,advanced,VIR,Africa,ansteys-beach,TRUE
Antalya,Turkey,Turkey,,,36.84716097,30.80872178,UTC,beginner,intermediate,AYT,Other,antalya,TRUE
Antenas,Sao Tome,Sao Tome,,,0.296368022,6.760503799,UTC,beginner,intermediate,TMS,Other,antenas,TRUE
Antigues Cape,Guadeloupe,Guadeloupe,,,16.43419173,-61.5396595,UTC,intermediate,advanced,PTP,Other,antigues-cape,TRUE
Antiques,Maldives,Maldives,,,0.281870277,73.44598532,UTC,intermediate,advanced,RUL,Asia,antiques,TRUE
Antlers beach,"Canada, East Coast",Canada,,East Coast,49.74052691,-119.7613621,UTC,beginner,intermediate,CBA,North America,antlers-beach,TRUE
Anza,"Morocco, South",Morocco,,South,30.45030152,-9.663119316,Africa/Casablanca,intermediate,advanced,AGA,Africa,anza,TRUE
Anzacs,"Australia, VIC, Melbourne East",Australia,VIC,Melbourne East,-38.53805373,145.3332961,Australia/Sydney,intermediate,advanced,MBW,Oceania,anzacs,TRUE
Aoshima beach break,"Japan, Kyushu",Japan,,Kyushu,31.80513318,131.4672089,UTC,beginner,intermediate,KMI,Asia,aoshima-beach-break,TRUE
Aoshima Reef,"Japan, Kyushu",Japan,,Kyushu,31.80271993,131.4779377,UTC,intermediate,advanced,KMI,Asia,aoshima-reef,TRUE
apache pier,"USA, South East, South Carolina",USA,South East,South Carolina,33.76245183,-78.78128529,America/Los_Angeles,beginner,intermediate,CRE,North America,apache-pier,TRUE
Aparri,"Philippines, Luzon",Philippines,,Luzon,18.36075742,121.626935,UTC,beginner,intermediate,LLC,Asia,aparri,TRUE
Apocalypse,"Indonesia, West Java",Indonesia,,West Java,-6.614648119,105.1306629,Asia/Jakarta,intermediate,advanced,TKG,Asia,apocalypse,TRUE
Apollo Bay,"Australia, VIC, Melbourne West",Australia,VIC,Melbourne West,-38.7504018,143.6705303,Australia/Sydney,beginner,intermediate,XCO,Oceania,apollo-bay,TRUE
Apollonas. Naxos,"Greece, Aegean Sea",Greece,,Aegean Sea,37.18001394,25.55419922,UTC,intermediate,advanced,JNX,Other,apollonas.-naxos,TRUE
apolonia,Israel,Israel,,,32.1941088,34.80654359,UTC,beginner,intermediate,TLV,Other,apolonia,TRUE
Aquatic centre,"New Zealand, New Zealand NI, West Coast Taranaki",New Zealand,New Zealand NI,West Coast Taranaki,-39.05421791,174.0618467,Pacific/Auckland,beginner,intermediate,NPL,Oceania,aquatic-centre,TRUE
Ar Loïs,"France, Brittany South",France,,Brittany South,47.82613094,-4.369511604,Europe/Paris,beginner,intermediate,UIP,Europe,ar-loïs,TRUE
Aracaju,"Brazil, Sergipe-Alagoas",Brazil,,Sergipe-Alagoas,-10.98767386,-37.04114556,America/Sao_Paulo,beginner,intermediate,AJU,South America,aracaju,TRUE
Arachania,Uruguay,Uruguay,,,-34.62221662,-54.14869308,UTC,intermediate,advanced,PDP,Other,arachania,TRUE
Arambol,"India, North-West",India,,North-West,15.68717064,73.70281219,UTC,beginner,intermediate,GOX,Other,arambol,TRUE
Aramoana,"New Zealand, New Zealand SI, SE Coast",New Zealand,New Zealand SI,SE Coast,-45.77611408,170.7105875,Pacific/Auckland,intermediate,advanced,DUD,Oceania,aramoana,TRUE
Araruna,"Brazil, Para",Brazil,,Para,-0.688517211,-48.48326683,America/Sao_Paulo,intermediate,advanced,SFK,South America,araruna,TRUE
Arashi,Aruba,Aruba,,,12.62006991,-70.05397797,UTC,intermediate,advanced,AUA,Other,arashi,TRUE
Arawahata Road,"New Zealand, New Zealand NI, West Coast Taranaki",New Zealand,New Zealand NI,West Coast Taranaki,-39.41975118,173.8016939,Pacific/Auckland,beginner,intermediate,NPL,Oceania,arawahata-road,TRUE
Arcadia,"USA, North West, Oregon North",USA,North West,Oregon North,45.846888,-123.9620876,America/Los_Angeles,beginner,intermediate,AST,North America,arcadia,TRUE
Arcadia,Ukraine,Ukraine,,,46.42826645,30.76848865,UTC,beginner,intermediate,ODS,Other,arcadia,TRUE
Archies,"Australia, QLD, North West",Australia,QLD,North West,-24.84695478,152.4780035,Australia/Sydney,beginner,intermediate,BDB,Oceania,archies,TRUE
Ardkeragh,"Ireland, South West",Ireland,,South West,51.80334089,-10.17563581,UTC,beginner,intermediate,BYT,Europe,ardkeragh,TRUE
Areias,"Azores, Eastern group",Azores,,Eastern group,37.81778517,-25.54853439,UTC,intermediate,advanced,PDL,Other,areias,TRUE
Argaman's Beach,Israel,Israel,,,32.30233262,34.84069347,UTC,beginner,intermediate,TLV,Other,argaman's-beach,TRUE
Argelès-Sur-Mer,"France, Mediterranean",France,,Mediterranean,42.5673048,3.046324253,Europe/Paris,beginner,intermediate,PGF,Europe,argelès-sur-mer,TRUE
Arguineguin,"Canary, Gran Canaria",Canary,,Gran Canaria,27.7552631,-15.67900836,UTC,intermediate,advanced,LPA,Other,arguineguin,TRUE
Ariks,"Indonesia, Mentawai",Indonesia,,Mentawai,-2.024839315,99.56531525,Asia/Jakarta,advanced,advanced,RKI,Asia,ariks,TRUE
Arkutino,Bulgaria,Bulgaria,,,42.33645263,27.73264647,UTC,beginner,intermediate,BOJ,Other,arkutino,TRUE
Arma di Taggia,"Italy, Mainland",Italy,,Mainland,43.82556415,7.845783234,UTC,beginner,intermediate,MCM,Europe,arma-di-taggia,TRUE
Armação,"Brazil, Florianopolis",Brazil,,Florianopolis,-27.74161876,-48.50811481,America/Sao_Paulo,intermediate,advanced,FLN,South America,armação,TRUE
Army Camp,"Indonesia, Savu Sea",Indonesia,,Savu Sea,-10.97949026,122.8433747,Asia/Jakarta,intermediate,advanced,RTI,Asia,army-camp,TRUE
Arna plage,"France, Landes",France,,Landes,43.91159006,-1.376895905,Europe/Paris,beginner,intermediate,BIQ,Europe,arna-plage,TRUE
Arnold,"USA, California, Ventura",USA,California,Ventura,34.1207225,-119.1592169,America/Los_Angeles,beginner,intermediate,NTD,North America,arnold,TRUE
Arpoador,"Brazil, Rio de Janeiro City",Brazil,,Rio de Janeiro City,-22.98991349,-43.19165468,America/Sao_Paulo,beginner,intermediate,SDU,South America,arpoador,TRUE
Arraial do Cabo,"Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-22.94266506,-42.03005433,America/Sao_Paulo,beginner,intermediate,CFB,South America,arraial-do-cabo,TRUE
Arrawarra point,"Australia, NSW, Banana Coast",Australia,NSW,Banana Coast,-30.05869425,153.2034874,Australia/Sydney,intermediate,advanced,CFS,Oceania,arrawarra-point,TRUE
Arrieta,"Canary, Lanzarote",Canary,,Lanzarote,29.12811555,-13.46420646,UTC,beginner,intermediate,ACE,Other,arrieta,TRUE
Arrifana,"Portugal, Algarve",Portugal,,Algarve,37.29443748,-8.871245384,Europe/Lisbon,intermediate,advanced,PRM,Europe,arrifana,TRUE
Arrigunaga,"Spain, Pais Vasco",Spain,,Pais Vasco,43.35813672,-3.022270203,Europe/Madrid,beginner,intermediate,BIO,Europe,arrigunaga,TRUE
Arroio do Silva,"Brazil, Santa Catarina",Brazil,,Santa Catarina,-28.99380228,-49.41530228,America/Sao_Paulo,beginner,intermediate,CCM,South America,arroio-do-silva,TRUE
Arroyo seco,"Mexico, Jalisco",Mexico,,Jalisco,19.31722393,-104.9457139,America/Mexico_City,intermediate,advanced,ZLO,North America,arroyo-seco,TRUE
Artificial reef,"Australia, WA, Perth City",Australia,WA,Perth City,-32.01574506,115.7484233,Australia/Sydney,beginner,intermediate,JFM,Oceania,artificial-reef,TRUE
Arugam Bay,Sri Lanka,Sri Lanka,,,6.84008574,81.83947563,UTC,intermediate,advanced,AYY,Asia,arugam-bay,TRUE
Åsa (Aasa),Sweden,Sweden,,,57.33625045,12.09388733,UTC,beginner,intermediate,GOT,Europe,åsa-(aasa),TRUE
Asbury Park,"USA, North East, New Jersey",USA,North East,New Jersey,40.22813695,-73.99530172,America/Los_Angeles,beginner,intermediate,BLM,North America,asbury-park,TRUE
Aserradores,Nicaragua,Nicaragua,,,12.62509528,-87.35444069,UTC,intermediate,advanced,MGA,Other,aserradores,TRUE
Ashdod -hshover,Israel,Israel,,,31.81738919,34.64012861,UTC,beginner,intermediate,TLV,Other,ashdod--hshover,TRUE
Ashe,"Russia, Black Sea",Russia,,Black Sea,43.9565993,39.26368296,UTC,beginner,intermediate,AER,Other,ashe,TRUE
Asia - Palmas,"Peru, Lima",Peru,,Lima,-12.77832157,-76.608181,UTC,intermediate,advanced,LIM,South America,asia---palmas,TRUE
Asia del Mar,"Peru, Lima",Peru,,Lima,-12.81950103,-76.55591011,UTC,beginner,intermediate,LIM,South America,asia-del-mar,TRUE
Asilomar,"USA, California, Monterey",USA,California,Monterey,36.61801633,-121.9427544,America/Los_Angeles,beginner,intermediate,MRY,North America,asilomar,TRUE
Asling's Beach,"Australia, NSW, Far South",Australia,NSW,Far South,-37.05337902,149.9149275,Australia/Sydney,beginner,intermediate,MIM,Oceania,asling's-beach,TRUE
Assateague,"USA, North East, Virginia",USA,North East,Virginia,38.20689271,-75.14674187,America/Los_Angeles,beginner,intermediate,OCE,North America,assateague,TRUE
Assinie,Ivory Coast,Ivory Coast,,,5.125653027,-3.290834427,UTC,intermediate,advanced,ABO,Other,assinie,TRUE
Assouinde Beach,Ivory Coast,Ivory Coast,,,5.151469719,-3.429107666,UTC,beginner,intermediate,ABO,Other,assouinde-beach,TRUE
Astillero,Nicaragua,Nicaragua,,,11.51240651,-86.1716938,UTC,intermediate,advanced,ECI,Other,astillero,TRUE
Astúrias,"Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-24.00773751,-46.26647472,America/Sao_Paulo,beginner,intermediate,SSZ,South America,astúrias,TRUE
Asu,"Indonesia, Sumatra Islands",Indonesia,,Sumatra Islands,0.867371806,97.33354568,Asia/Jakarta,intermediate,advanced,GNS,Asia,asu,TRUE
Asunchillo,Nicaragua,Nicaragua,,,11.93398889,-86.62079722,UTC,intermediate,advanced,MGA,Other,asunchillo,TRUE
Atacames,Ecuador,Ecuador,,,0.876554626,-79.84863281,UTC,beginner,intermediate,ESM,Other,atacames,TRUE
Ataka,"Japan, West Coast",Japan,,West Coast,36.41934858,136.4150906,UTC,intermediate,advanced,KMQ,Asia,ataka,TRUE
Atalaia,"Brazil, Santa Catarina North",Brazil,,Santa Catarina North,-26.915163,-48.63936067,America/Sao_Paulo,beginner,intermediate,NVT,South America,atalaia,TRUE
Atashika,"Japan, Kii Hanto",Japan,,Kii Hanto,33.92890425,136.1485863,UTC,intermediate,advanced,SHM,Asia,atashika,TRUE
Ateni Beach,"Greece, Aegean Sea",Greece,,Aegean Sea,37.91039703,24.83907938,UTC,beginner,intermediate,JSY,Other,ateni-beach,TRUE
Atlantic Beach,"USA, South East, North Carolina",USA,South East,North Carolina,34.70055556,-76.74083333,America/Los_Angeles,beginner,intermediate,EWN,North America,atlantic-beach,TRUE
Atlantic Playa,"Canary, Tenerife",Canary,,Tenerife,28.04954196,-16.5297997,UTC,beginner,intermediate,TFS,Other,atlantic-playa,TRUE
Atlântida - Pier,"Brazil, Rio Grande do Sul",Brazil,,Rio Grande do Sul,-29.78471583,-50.0225544,America/Sao_Paulo,beginner,intermediate,TSQ,South America,atlântida---pier,TRUE
Atlantis,"Russia, Finnish Bay",Russia,,Finnish Bay,60.14377477,29.92635012,UTC,intermediate,advanced,LED,Other,atlantis,TRUE
Audierne - La Gamelle,"France, Brittany South",France,,Brittany South,48.00927638,-4.547567368,Europe/Paris,beginner,intermediate,UIP,Europe,audierne---la-gamelle,TRUE
Audierne - La Jetée,"France, Brittany South",France,,Brittany South,48.00940032,-4.540765285,Europe/Paris,beginner,intermediate,UIP,Europe,audierne---la-jetée,TRUE
Audreselles,"France, Normandy",France,,Normandy,50.82158053,1.592041254,Europe/Paris,intermediate,advanced,CQF,Europe,audreselles,TRUE
Augusta Rivermouth,"Australia, WA, Margaret River South",Australia,WA,Margaret River South,-34.32458309,115.1795483,Australia/Sydney,intermediate,advanced,MQZ,Oceania,augusta-rivermouth,TRUE
Austinmer Beach,"Australia, NSW, Coal Coast",Australia,NSW,Coal Coast,-34.30673619,150.9357172,Australia/Sydney,beginner,intermediate,WOL,Oceania,austinmer-beach,TRUE
Austinmer pools,"Australia, NSW, Coal Coast",Australia,NSW,Coal Coast,-34.30785284,150.9358621,Australia/Sydney,beginner,intermediate,WOL,Oceania,austinmer-pools,TRUE
Avalanche,"South Africa, South East Port Elizabeth",South Africa,,South East Port Elizabeth,-33.9824955,25.66951275,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,avalanche,TRUE
Avalanche,"USA, California, San Diego County",USA,California,San Diego County,32.75212726,-117.2552991,America/Los_Angeles,intermediate,advanced,SAN,North America,avalanche,TRUE
Avalanche,"USA, North West, Oregon Central",USA,North West,Oregon Central,44.67883064,-124.0790534,America/Los_Angeles,intermediate,advanced,ONP,North America,avalanche,TRUE
Avalanche Oahu,"USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.59526773,-158.1147261,America/Los_Angeles,advanced,advanced,HDH,North America,avalanche-oahu,TRUE
Avalon - 15th Street,"USA, North East, New Jersey",USA,North East,New Jersey,39.10260721,-74.70912337,America/Los_Angeles,beginner,intermediate,WWD,North America,avalon---15th-street,TRUE
Avalon - 30th Street,"USA, North East, New Jersey",USA,North East,New Jersey,39.09266554,-74.7185111,America/Los_Angeles,beginner,intermediate,WWD,North America,avalon---30th-street,TRUE
Avalon Point,"Australia, WA, Perth South",Australia,WA,Perth South,-32.59239187,115.6380236,Australia/Sydney,intermediate,advanced,JAD,Oceania,avalon-point,TRUE
"Avatoru Pass, Rangiroa","French Polynesia, Tuamotu Islands",French Polynesia,,Tuamotu Islands,-14.93629501,-147.7100658,UTC,intermediate,intermediate,RGI,Other,avatoru-pass-rangiroa,TRUE
Avenida del mar,"Chile, Coquimbo",Chile,,Coquimbo,-29.91854468,-71.2767005,UTC,beginner,intermediate,LSC,South America,avenida-del-mar,TRUE
Aventureiro,"Brazil, Rio de Janeiro Norte",Brazil,,Rio de Janeiro Norte,-23.18013237,-44.3044281,America/Sao_Paulo,intermediate,advanced,GDR,South America,aventureiro,TRUE
Aviño,"Spain, Galicia",Spain,,Galicia,43.29368057,-8.740257025,Europe/Madrid,beginner,intermediate,LCG,Europe,aviño,TRUE
Aviones,Puerto Rico,Puerto Rico,,,18.45270261,-65.95689297,UTC,intermediate,advanced,SJU,Other,aviones,TRUE
Avoca Point,"Australia, NSW, Central",Australia,NSW,Central,-33.46962943,151.4376497,Australia/Sydney,beginner,intermediate,LBH,Oceania,avoca-point,TRUE
Axim,Ghana,Ghana,,,4.858150464,-2.245802879,UTC,beginner,intermediate,TKD,Other,axim,TRUE
Ayampe,Ecuador,Ecuador,,,-1.67989499,-80.81577301,UTC,beginner,intermediate,SNC,Other,ayampe,TRUE
Aytré - lopette beach,"France, Charente maritime",France,,Charente maritime,46.13199905,-1.148790121,Europe/Paris,beginner,intermediate,LRH,Europe,aytré---lopette-beach,TRUE
Azako,"Japan, Kyushu, Tanegashima-Island",Japan,Kyushu,Tanegashima-Island,30.6824756,131.0630389,UTC,intermediate,advanced,TNE,Asia,azako,TRUE
Azurara,"Portugal, North Porto",Portugal,,North Porto,41.33893112,-8.744693398,Europe/Lisbon,beginner,intermediate,OPO,Europe,azurara,TRUE
B-point,East Timor,East Timor,,,-8.826972208,125.0524914,UTC,intermediate,advanced,MPT,Other,b-point,TRUE
Baby Haleiwa's,"USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.28461586,-157.8495562,America/Los_Angeles,beginner,intermediate,HNL,North America,baby-haleiwa's,TRUE
Baby Makapuu,"USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.31582071,-157.6654467,America/Los_Angeles,beginner,intermediate,NGF,North America,baby-makapuu,TRUE
Baby Plage,Switzerland,Switzerland,,,46.20879067,6.163432002,UTC,beginner,intermediate,GVA,Other,baby-plage,TRUE
